dam_name,longitude,latitude
MEIGHN LAKE DAM,-93.4149,40.1879
MONONAME 610,-91.8772,39.2791
ROSS LAKE DAM,-92.5026,39.2576
BEAVER LAKE DAM,-90.5678,38.73
EMBREE LAKE DAM,-91.7271,38.8444
GARY GRAY LAKE DAM,-93.1871,40.0887
HAPPY HOLLOW LAKE DAM,-94.8288,39.2886
WHETSTONE CREEK BIG LAKE DAM,-91.7348,38.966
O'HARA LAKE DAM,-92.3968,39.4189
MCCOY DAM,-94.3345,39.2488
MORRIS LAKE DAM,-91.4088,39.3693
TEMPLE STEPHENS CO DAM,-92.7159,39.7045
JONES DAM,-93.1505,40.1171
PLATTE RIVER TRIB WATERSHED DAM  8-C,-94.5917,40.5036
HARTELL LAKES,-94.3658,39.6027
DURGENS CREEK WATERSHED DAM  1A,-91.6,40.0868
SANTA FE LAKE DAM,-92.4755,40.0362
WILLOW CREEK WATERSHED DAM C-  1,-93.9663,39.2573
ASHLAND WILDLIFE AREA DAM,-92.2058,38.7549
GRANT LAKE DAM - SOUTH,-94.7234,39.6075
"BUCK,DOE RUN #4 DAM",-91.538,40.2263
SILVER LAKE DAM,-93.1872,39.6063
RUSSEL SANDIFER DAM,-91.73,39.7908
GORDAN LAKE DAM,-95.204,40.0343
102 RIVER TRIBUTARIES DAM 23,-94.7998,40.3556
HOOVER FRANKUM D-12,-95.1249,40.4021
JAMES LAKE DAM,-92.2966,40.2465
LAKE MAHONEY DAM,-93.0239,40.5006
MCCALMENTS DAM,-93.014,40.4583
JOHNMEYER LAKE DAM,-92.6405,39.1272
DYE LAKE DAM,-92.0881,39.5922
DOLNICK LAKE DAM,-91.8491,38.8841
BULLARD LAKE DAM,-93.9184,39.0941
FREEMAN FARM NUMBER THREE DAM,-94.4635,39.6412
BASSWOOD DAM,-94.6977,39.3826
KOHL IRRIGATION LAKE-SOUTH,-91.4816,39.2787
RINEHART LAKE DAM,-93.6394,39.9048
LAKE ARROWHEAD DAM,-94.1815,39.3609
INDIAN CAMP LAKE DAM,-91.0466,38.8941
MORSE LAKE DAM,-94.5446,39.5236
PALMER FARMS LAKE DAM,-90.8181,38.9571
GUTHRIE LAKE DAM,-91.9593,38.9597
HANKS LAKE DAM,-94.6343,39.3267
SKIPTON LAKE DAM,-94.5284,39.69
LITTLE DIXIE LAKE DAM,-92.1226,38.9054
SHELLABARGER LAKE DAM,-92.0263,39.1316
HENRY LAKE DAM,-91.5295,38.7854
LAKE KEARNEY DAM,-90.5137,38.4462
ASHER LAKE DAM,-92.9125,39.6889
158,-93.0846,39.5521
DEER LAKE DAM,-95.1447,40.43
MONTGOMERY LAKE DAM,-92.2134,39.1758
C + A LAKE DAM,-91.8641,39.1694
HAMMOND LAKE DAM,-93.7391,40.0947
ROLFLING LAKE DAM-SEC 36 (DRY),-92.7213,38.9783
DAVIS LAKE DAM,-92.7068,39.1454
WATER WORKS LAKE DAM,-92.4642,39.4164
MOSLEY LAKE DAM,-90.8556,38.7096
STAMPER LAKE DAM,-93.6655,40.2381
BASTIAN LAKE DAM,-92.0268,39.1154
TABO CREEK WATERSHED DAM E-20,-93.6996,39.1835
WEST TOWN LAKE DAM,-92.2857,39.5517
ONLY WAY LAKE DAM,-93.0461,39.2206
GRINDSTONE-LOST-MUDDY WATERSHED DAM B-20,-94.4015,39.8149
MONONAME 102,-91.9286,39.2034
WILLOW CREEK WATERSHED DAM A- 22,-94.0326,39.2588
TABO CREEK WATERSHED DAM E-34,-93.7218,39.1761
DETWILDER LAKE DAM,-93.1678,40.2153
LOST CREEK #2,-90.8409,39.1308
JACK SIMPSON,-91.8456,39.4661
TABO CREEK WATERSHED DAM D-20,-93.8049,39.1727
WALES LAKE DAM - NO NAME 784,-94.6136,39.2038
TIMBER LAKE DAM,-94.1829,39.3593
LOST CR PILOT WATERSHED DAM E-7,-90.8258,39.1243
CARLA CO. DAM-SEC 6,-91.1738,38.8663
NIEHAUS BROTHERS LAKE DAM,-93.83,39.7305
KOETTING LAKE DAM,-94.0783,39.3817
WOODRIDGE LAKE DAM,-91.1615,38.7824
"IDEKER,WELTON DAM",-95.3862,40.2296
BROWNING LAKE DAM,-95.3049,40.1809
TABO CREEK WATERSHED DAM C-27,-93.8664,39.1427
POINTDEXTER LAKE DAM,-91.5913,38.997
LINN LAKE DAM,-92.1272,39.0449
BEAR CREEK DAM,-91.4216,39.6827
SKYWAY LAKE DAM,-90.8641,39.1191
HERROLD LAKE DAM,-93.4339,40.1304
MCCREDIE EXPERIMENT STATION,-91.9088,38.9469
MUICH LAKE DAM,-90.7961,38.8899
WOODS DAM SOUTH,-91.8319,39.0214
MCCOY-WAITS LAKE DAM,-95.4685,40.3446
COLUMBIA MUN GOLF COURSE LOWER L. DAM,-92.3705,38.9757
THOMAS BROS LAKE DAM,-92.5548,39.5422
VANDERKAMP LAKE DAM,-91.9883,39.042
DAVID C BLACK DAM,-94.996,39.5728
PHILIPS PARK LAKE DAM,-92.2943,38.8964
AUGUST A BUSCH LAKE #16 DAM,-90.7422,38.7077
HOOVER-FRANKUM WATERSHED DAM D-10,-95.1596,40.3916
BUCK & DOE RUN WATERSHED DAM 25,-91.544,40.228
EAST DAM,-93.8896,40.006
TRENA BOMAR DAM,-95.1856,40.1359
DIERMANN RECREATION AREA DAM,-90.6777,38.7396
LA BELLE OLD CITY LAKE DAM,-91.9125,40.0907
HARTS LAKE DAM,-93.5475,39.514
MILAN LAKE DAM SOUTH,-93.1047,40.1974
CRYSTAL BLUE LAKE DAM,-91.4505,39.6432
ANDREW COUNTY LAKE DAM,-94.8131,39.9244
GRINDSTONE-LOST-MUDDY WATERSHED DAM C-75,-94.4502,39.9007
HARRIS LAKE DAM,-91.4181,39.2965
SAVANNAH CITY RESERVOIR DAM,-94.863,39.9485
HAYES LAKE DAM,-91.5269,39.1086
MONONAME 574,-93.6366,40.0815
HAWKINS DAM,-91.3064,39.0816
BROUSSARD LAKE DAM,-91.1056,38.8488
FORD LAKE DAM,-94.0639,39.0285
HOLIDAY ACRES LAKE UPSTREAM DAM,-92.487,39.5701
WILLIAMS CREEK WATERSHED DAM 1,-94.272,39.3877
TAYLOR DAM,-92.4291,40.2315
ROCK LAKE DAM,-92.3781,40.5231
ARROWHEAD ESTATES-UPPER-DAM(SHALLOW),-90.5487,38.6675
SCHIDINGER-HANNIGAN-HOFFMAN LAKE DAM,-90.6699,38.7646
BEAR CREEK WATERSHED DAM B- 26,-92.0283,40.3524
BECKEMEYER LAKE DAM,-94.0774,39.1179
WILLOW CREEK WATERSHED DAM A- 26,-94.0074,39.2582
SOLITUDE LAKE DAM,-92.544,39.6047
J P RYALS LAKE DAM,-92.6289,39.46
PERRY CITY DAM - LOWER,-91.6752,39.4229
JOSEPH LAKE DAM,-94.4397,39.6856
CAMPBELL DAM,-93.4873,39.7792
GREAT MIDWEST LAKE DAM,-94.4698,39.1697
GERMANN LAKE DAM,-93.5365,39.4703
PARMAN LAKE DAM,-94.8483,40.3802
MILLER LAKE DAM,-92.0108,40.0974
PARK CHARLES SOUTH DAM,-90.6097,38.7601
PLATTSBURG OLD RESERVOIR DAM,-94.4475,39.5789
FREEMANS FARM DAM NUMBER FOUR,-94.4665,39.6328
DEARBORN RESERVOIR DAM,-94.768,39.5325
BETHANY CITY RESERVOIR DAM,-94.0262,40.2868
JOHN HALL DAM,-95.21,40.1148
MILAN LAKE DAM-NORTH,-93.1052,40.1999
TABO CREEK WATERSHED DAM C-32,-93.8116,39.1225
MANDEVILLE LAKE DAM,-93.6142,39.51
KEMP LAKE DAM,-94.4755,40.5166
PANTHER CREEK WATERSHED DAM B- 10,-93.9032,40.4045
"GINGERICH,URSEL DAM",-92.5682,40.5361
COOKE LAKE DAM NORTH,-93.4531,39.8487
GRINDSTONE-LOST-MUDDY WATERSHED DAM B-36,-94.3481,39.8262
LOST CR PILOT WATERSHED DAM E-1,-90.8387,39.1104
EAST FORK BIG CREEK DAM A-  4,-93.9483,40.4819
RISS LAKE DAM,-94.6773,39.1996
RICHMOND SCHOOLS DAM,-93.9691,39.2658
TABO CREEK E-39,-93.6453,39.1837
HILLSIDE GARDENS LAKE DAM,-90.7664,39.067
SWEITZER LAKE DAM,-91.9325,39.2702
MONROE CITY SOUTH LAKE DAM,-91.7339,39.6208
TRAGER LAKE DAM EAST,-93.4887,39.8064
TAYLOR LAKE DAM,-90.8737,39.0851
CITY OF MONROE DAM A,-91.7523,39.6553
GREEN CITY DAM-SECT 16,-92.9201,40.2637
GLOVER SPRING LAKE DAM,-91.8872,38.8477
SMITH LAKE DAM,-91.9019,39.6994
AGEE LAKE DAM,-93.0519,39.4777
WOODBURY LAKE DAM,-94.7363,39.6979
CLOVERLEAF FARM LAKE DAM,-90.9595,38.8235
BACHMAN LAKE DAM,-91.3549,39.1688
FAIRVIEW LAKE DAM,-92.377,38.9462
"SHEPHERD,DAN DAM",-92.7106,39.459
RICHARDSON LAKE DAM,-91.9388,38.8194
TIMBER LAKE DAM,-94.1697,39.5569
H & H LAKE DAM,-94.589,39.4126
NEWBY LAKE DAM,-94.4322,39.543
"LIMPP, EARL LAKE DAM",-95.1615,40.1314
BUSCH WILDLIFE #35,-90.7238,38.7201
HAMILTON CITY WATER PLANT DAM,-94.0345,39.743
HOFFMAN LAKE DAM,-91.5691,38.9177
BUCKLIN CITY LAKE DAM,-92.8812,39.7672
DURGENS CREEK WATERSHED DAM 32,-91.5783,40.0183
AVWARTER DAM,-93.2739,39.5754
LAKE MIZZOU DAM,-93.7504,39.1025
WILLIAMS DAM SOUTH SEC 18,-92.0773,39.1168
BOWMAN DAM,-91.4622,39.6385
BUCK & DOE RUN WTRSHD SITE #5 DAM,-91.5431,40.1933
DURGENS CREEK WATERSHED DAM  1B,-91.6098,40.0868
ENGLERT LAKE DAM,-93.5821,39.6966
MISSISSIPPI RIVER DAM 21,-91.4288,39.903
TWIN LAKE DAM,-93.5461,40.485
LAKE PAHO DAM,-93.6561,40.399
DUNFEE LAKE DAM,-94.2851,40.4297
HILLER LAKE DAM,-91.7278,40.4469
MEMPHIS LAKE DAM,-92.2176,40.4398
CLARENCE CITY NEW LAKE DAM,-92.236,39.7492
DUNN LAKE DAM,-91.1015,38.8543
LANCASTER CITY LAKE DAM,-92.548,40.5158
N&W RAILROAD DAM-SEC 19,-91.0606,38.821
LAKE ST. LOUIS DAM,-90.7651,38.8017
CRYSTAL LAKE DAM,-94.1927,39.3577
MONONAME 275,-93.1232,39.4876
CRYSTAL LAKE DAM,-91.0527,38.8905
LAKE TRAILS DAM,-90.5655,38.5463
ROEMER'S LAKE DAM,-92.3603,38.9965
STUCK LAKE DAM,-92.5744,39.5436
KOMER LAKE DAM,-94.7714,39.6526
HIDDEN VALLEY LAKE DAM,-93.5554,40.4815
TRAGER LAKE DAM WEST,-93.6552,39.9393
SHULL LAKE SOUTH COVE DAM,-93.2837,39.542
COUNTRY CLUB OF MO LAKE DAM,-92.3626,38.9107
ADKISON LAKE DAM,-94.7084,39.2195
LOST CR PILOT WATERSHED DAM D-6,-90.8352,39.1376
CAMPBELL LAKE DAM,-90.8551,39.1059
LAKE WOOD DAM,-90.9333,38.8611
BROWN LAKE DAM,-90.7387,38.8079
MCNAIR LAKE DAM,-90.8338,38.7877
MAPLE LEAF LAKE DAM,-93.7804,38.9887
MASTERS DAM,-91.4873,37.7482
LOST CREEK WATERSHED DAM F-1,-94.604,36.8628
OSCIE ORA ACRES LAKE DAM,-94.5228,37.1657
FRED WILMOT DAM,-94.5129,37.9557
MOSSY HILL DAM,-93.9679,37.6931
BRIGGS LAKE DAM,-94.139,38.8916
TRUTSCH LAKES-UPPER-DAM,-91.0323,38.3525
WRAY LAKE DAM,-93.2427,38.2851
J.A. TOBIN CONST CO DAM,-94.3083,38.5322
JOHN L CUNNINGHAM,-94.3507,37.789
KATY ALLEN LAKE DAM,-94.3371,37.841
WILLIAMS LAKE DAM,-94.5894,38.8445
IVY WALL LAKE DAM,-94.1991,38.5994
JAMES ESTES DAM,-93.4751,37.4417
WHITE LAKE DAM,-93.7039,38.2893
WILLOW SPRINGS HUNTING CLUB DAM,-91.9843,37.0033
KYLE LAKE DAM,-93.1695,38.3681
BIGGS LOWER LAKE DAM,-92.9236,37.3505
WOOD LAKE DAM,-94.1791,37.621
SCHMIDT LAKE DAM,-93.5455,39.1833
POWELL LAKE DAM,-94.2554,38.2986
AUTUMN LAKE DAM,-92.7145,38.2075
KENNEDY DAM,-91.8313,36.6238
YOWS LAKE DAM,-92.6575,38.3786
LAC EMERALD DAM,-90.5964,37.8872
KEATON LAKE DAM,-94.2705,36.569
LAKE CHRISTENE DAM,-90.4869,36.7021
GWENMIL LAKE DAM,-90.599,38.3406
RIECHERS LAKE DAM,-91.7408,39.2108
BERGTHOLD DAM,-91.7733,39.3915
CARNAHAN LAKE DAM,-92.9881,37.9485
SCHNELLE LAKE DAM,-90.9058,37.7633
CARTER LAKE DAM,-90.6468,38.0694
PARADISE LAKE DAM,-91.6949,38.7108
LAKE OF THE PINES DAM,-90.2468,37.133
POEPSEL FARM LAKE DAM,-90.9134,38.5789
EDDLEMAN LAKE DAM,-89.9402,37.7447
DAVIS LAKE DAM,-90.8288,38.1996
VIBURNUM CITY LAKE DAM,-91.1206,37.7157
PENN S POND,-92.1927,37.6919
MONONAME 796,-92.9891,37.3576
VINEYARDS TWIN LAKES UPPER DAM,-90.5978,37.7836
MAGMONT TAILINGS DAM,-91.1085,37.6315
BRUSHY CREEK MINE WATER CLARIFICATION,-91.1362,37.5276
LAKE MARION DAM,-90.7563,38.3676
PINE LAKE DAM,-90.5017,38.4095
BOOTH LAKE DAM,-90.4582,38.292
B&K LAKE #1 DAM,-91.207,38.8186
W GRIMM,-91.5293,38.6351
LAKE ARARAT DAM,-90.521,38.3338
MONONAME 133,-91.2998,37.9647
HELMERING FARMS DAM,-91.3202,37.8866
FUN VALLEY DAM,-90.7238,38.4583
LIONS LAKE DAM,-91.0291,38.5633
MARIE OTTE DAM,-91.3105,38.3204
TEALWOOD DAM,-91.7803,37.662
BARKS LAKE DAM,-90.1094,37.2125
LAKE LUCERN DAM,-91.0589,38.775
HONEY LAKE DAM,-91.4973,37.7106
KNIPP LAKE DAM,-92.7686,38.6208
MONONAME 534,-94.1046,39.7718
BRANDS UPPER LAKE DAM-SEC 22,-90.1413,37.8052
PEA RIDGE TAILINGS DAM,-91.0364,38.1326
LAKE ADELLE DAM,-90.6526,38.3226
MCGOWEN LAKE DAM,-91.5053,38.2944
LAKE GENEVIEVE LOWER DAM,-90.3148,37.8257
CARDON LAKE DAM,-91.2827,37.9136
MONONAME 632,-90.079,37.2935
BECKER LAKE DAM,-90.8334,38.5299
FISHERMAN'S LAKE DAM,-90.5948,38.156
PIEPER LAKE DAM,-91.2108,38.3382
REICHMUTH LAKE DAM/(SHALLOW),-90.5606,38.3328
GUILFORD LAKE DAM,-90.7284,38.5459
SPRING LAKE DAM,-90.5752,38.0979
KEISER LAKE DAM,-91.4501,38.6776
CASTANIS LAKE DAM,-91.4052,38.0504
KOOL BREEZE RIDGE DAM,-89.9697,37.7522
RICHWOODS MINE B DAM,-90.8079,38.1742
WALNUT HILL LAKE DAM,-91.5468,37.9904
S. JONES LAKE DAM,-91.3253,36.5061
VATTEROT DAM,-91.0233,38.7418
VON DER AHE,-90.7522,38.361
VIBURNUM TAILINGS DAM #5,-91.12,37.7235
HOLMSTROM NORTH LAKE DAM,-91.358,38.1333
BLUES POND DAM,-91.8059,37.9386
WILSON LAKE DAM,-91.2972,38.2994
HOBLITZELLE LOWER LAKE DAM,-90.9578,38.5848
BYLER LAKE DAM,-91.8564,36.5601
EAGLE SKY LAKE DAM,-90.5883,37.2419
LOST CREEK WATERSHED SITE A-1,-94.5023,36.9128
RIVER CEMENT COMPANY DAM,-90.3362,38.1756
FOURCHE CREEK WTRSHD  NO. 7,-90.9334,36.5969
AHOLT FARMS EAST LAKE LOWER DAM,-90.9148,38.5667
BUTZER LAKE DAM,-92.3784,38.2768
NORTH HILLS ESTATE SURBD LAKE DAM,-89.5717,37.3972
HUDSON LAKE DAM (SHALLOW),-90.0055,37.7764
BROWN LAKE DAM,-89.5164,37.3544
OWL CREEK ESTATES DAM #1,-91.1332,38.7663
SCHNARRE-RIDDER LAKE DAM,-92.1002,39.2037
CEDAR LAKE DAM,-89.8221,37.3249
ELSTON DAM,-90.4111,36.914
TURNER'S DREAM LAKE DAM,-90.2423,37.1409
DESLOGE LANDFILL TAILINGS DAM,-90.5463,37.8918
VIBURNUM TAILINGS NO. 2,-91.0994,37.7269
SKAGGS LAKE DAM,-90.422,37.3827
SHAW LAKE DAM,-90.1201,37.444
FLETCHER MINE CLARIFICATION DA,-91.1074,37.4499
LEPRECHAUN LAKE DAM,-91.0443,38.7738
MONONAME 852,-91.2602,37.9702
PERRY COUNTY COMM. LAKE DAM,-89.9149,37.7246
BEDELL LAKE DAM,-91.6142,37.9794
MARQUIS DAM,-90.1026,37.2743
MARSHELL DIGGS WILDLIFE AREA DAM SOTH,-91.6297,39.0677
PINNACLE LAKE DAM,-91.4199,38.8257
CEDAR RIDGE NO. 2(TOO SMALL),-90.7108,38.3411
SULLIVAN LAKE DAM,-90.4928,37.9791
RAIKOS LAKE DAM,-91.9664,37.0264
LAKE NORTHWOODS DAM WEST,-91.483,38.4313
HILL AND DALE DAM EAST,-90.9953,37.0577
SELIGA LAKE DAM,-91.5559,38.0803
MONONAME 821,-89.8488,37.5652
BAIR LAKE DAM,-90.9216,38.5876
RUHL LAKE DAM,-90.985,38.2227
WATSON LAKE DAM,-90.7693,38.4288
SHY LAKE,-90.623,37.2877
HERMIT HOLLOW LAKE DAM,-90.8118,38.5276
HINNAH LAKE DAM,-90.9326,38.595
HIDDEN VALLEY LAKE DAM,-90.0806,37.7287
BEE RUN LAKE #3 DAM,-90.545,37.988
LAKE SEVEN FALLS DAM NO 2,-90.3283,37.9117
POMME DE TERRE DAM,-93.32,37.9016
LAKE AGGRAVATION DAM,-90.8174,38.2075
FAWN LAKE DAM,-90.2915,37.6454
PERKINS EAST LOWER LAKE DAM,-90.7943,38.2116
NOLIE LAKE NORTH DAM,-91.2708,38.2003
PALMER MINE DAM,-90.9264,37.8227
CASEBEER LAKE DAM,-92.2674,37.2148
PAROLE MINE DAM,-90.9784,37.8495
PAPIN LAKE DAM,-91.4385,38.0069
LAKE TIMBER RIDGE DAM,-91.6002,38.4693
SYLVAN LAKE DAM,-90.5267,37.6919
SOMETHING GREEN B DAM,-90.8697,38.0509
STURGEON LAKE DAM,-91.5367,38.9299
SPRING GLEN LAKE DAM,-90.7585,37.7783
BARNETT LAKE DAM,-91.4423,38.1363
UNION LAKE DAM,-94.4737,39.0702
ASH POND DIKE-NORTH-(DRY),-90.8417,38.5601
PEMBERTON LAKE DAM-US SURVEY 2283,-89.6834,37.2715
MELODY LAKE DAM,-91.2534,38.3528
WOODCLIFF LAKE DAM,-90.6432,38.4078
"GADE,LEE DAM",-91.3801,38.6081
KLEFFNER LAKE DAM,-92.0783,38.1529
PONTICELLO LAKE DAM,-91.394,38.6272
BOYHER LAKE DAM,-90.5578,38.3409
PINEWOODS LAKE,-90.7731,36.9205
HUBBMAN LAKE DAM,-91.2608,37.846
WELLS LAKE DAM,-90.4426,37.9706
LONG VIEW LAKE DAM,-90.8332,38.5025
COBINE'S FOLLY DAM,-91.2368,37.928
AMERICAN CENT CORP LOWER DAM,-91.6527,38.8988
BAYLESS TAYLOR DAM,-90.0497,37.1928
SPRING LAKE DAM,-89.6467,37.4217
POUND LAKE DAM,-91.6534,39.2705
FOSTER LAKE DAM,-91.5868,38.0819
LAKE KAH-TAN-DA NO.2,-90.0007,37.6441
CEDAR HILL LAKE NO. 3 DAM,-90.6613,38.3301
HARKE LAKE DAM,-91.9778,37.618
SCOTT LAKE DAM,-90.6241,37.5324
SUTTER LAKE DAM,-91.4271,38.1018
VON DEROSA NUMBER 3 LAKE DAM,-90.7806,38.3498
LAKE LASALLE DAM,-90.6281,38.5521
OGLE'S LAKE DAM/(SHALLOW),-90.4474,38.2405
MITCHELL LAKE DAM,-90.9932,37.6505
BIG BASIN,-92.1721,37.72
MONONAME 772,-91.8675,36.6567
TURNER LAKE DAM,-92.993,37.9307
OETTING LAKE DAM,-91.3075,38.7399
LAKE HOGAN DAM,-90.7064,36.8349
LAC CALISTA DAM,-90.5938,37.8983
FAWN LAKE DAM,-91.0952,38.4726
BUSCH LAKE DAM,-91.4025,38.6052
SCHULTZ LAKE DAM,-92.2873,37.8479
INDIAN ROCK LAKE DAM,-90.7915,38.206
BEE TREE LAKE DAM,-90.3337,38.4093
JOHNSON LAKE DAM,-90.7801,38.4419
KLEIN'S LAKE DAM,-90.669,38.5859
LOST VALLEY LAKE DAM,-90.2509,37.6239
DEMARCO LAKE DAM,-92.25,38.674
MALLARD LAKE DAM,-90.0866,37.6268
TURKEY TOE CANYON LAKE DAM,-89.77,37.7771
"HELLMUTH,GEORGE UPPER",-91.3683,37.3542
TAYLOE LAKE DAM WEST,-91.4513,38.2728
D & R LAKER LOWER DAM,-92.6624,37.4004
JOHN FOSTER,-92.0547,37.012
BEE RUN LAKE #2 DAM,-90.5484,37.9862
PORTO FARMS LAKE DAM,-92.7817,37.5178
GOULD LAKE DAM,-91.4407,38.0479
HILL VIEW LAKE DAM SOUTH,-90.7259,37.7498
AFFOLTER LAKE DAM,-91.933,37.9864
BUMB LAKE DAM #2,-91.2769,38.8008
KEEVEN DAM,-91.4612,37.7922
KOEPKE LAKE DAM SOUTH,-91.0675,38.7242
DE VILLA TRAILS LAKE DAM,-90.4824,38.8174
KREISEL LAKE DAM,-92.4869,39.0684
HENDLEY LAKE DAM,-89.91,36.9655
ANTON NIEDERKORN DAM,-89.5438,37.1274
ROGERS LAKE DAM,-91.0611,38.7926
LAKE ST. GALLEN DAM,-91.03,38.7503
MILLER LAKE DAM,-91.0672,38.7213
KNOTT 001,-93.3645,38.4934
STOHR LAKE DAM,-92.4203,37.7093
HUNT LAKE DAM,-91.0477,38.7919
BIG OAK LAKE DAM,-89.2947,36.6413
CROSS CREEK DAM,-93.1877,36.6448
BLOODLAND QUAD NO.3 DAM(FEDERAL),-92.1238,37.7174
RAINTREE PLANTATION DAM,-90.6018,38.2651
VERNON ECHELMEIER DAM,-91.9735,38.8913
LAKE AGGRAVATION,-90.8177,38.2118
RUSSELL LAKE DAM,-90.4999,36.7392
NEIL LAND DEVELOPMENT CORP DAM-SOUTH,-91.0237,37.012
D+R LAKE UPPER DAM,-92.6666,37.4029
FOERSTER DAM,-90.0893,37.7661
RADER LAKE DAM,-93.2219,38.7377
WOODBINE LAKE DAM,-92.4122,38.8688
MONONAME 848,-92.3039,38.4358
CRESCENT LAKE DAM,-90.9921,38.3324
BOSTON LAKE DAM,-91.3757,38.3996
MONONAME 836,-92.8782,38.3901
CARVED LAKE DAM,-90.951,38.2653
MONONAME 364,-91.3621,38.4134
FRIEDRICH LAKE DAM,-92.795,38.9123
OLD MINES TAILINGS DAM,-90.7399,38.019
CLEAR LAKE DAM,-90.538,38.0546
LAKE HORINE DAM,-90.4361,38.2581
WAPPAPELLO LAKE DAM,-90.2798,36.9315
LAC BOURBON DAM,-90.633,37.9079
BERNDSEN LAKE DAM,-91.2944,38.35
STREET LAKE DAM,-91.5781,37.713
W J SLAIS DAM,-91.3661,38.3171
ARTESIAN LAKE DAM,-90.877,38.1726
LUKEFAHR LAKE DAM,-89.875,37.2863
SHANNON DAM,-90.443,37.703
SHOCKLEY LAKE DAM,-91.5506,38.2584
SHRUM LAKE DAM,-89.9139,37.319
HICKORY HOLLOW LAKE DAM,-89.9956,37.7146
WENSLER LAKE DAM,-91.6768,38.1306
FRUMAR LAKE DAM,-91.4577,37.9325
BLACK UPPER LAKE DAM,-90.6244,37.7253
MUENKS DAM,-91.8983,38.5174
HOFFMANN LAKE DAM,-91.6283,38.2206
JASPER LAKE DAM,-91.4398,38.6266
"HAYES, WILLIAM LAKE DAM",-93.2203,38.2486
ROADSIDE LAKE DAM,-91.2768,38.6061
RYDER LAKE DAM,-91.6163,37.7753
NEILL LAKE DAM,-91.3913,38.1586
MCCLOSKEY LAKE DAM,-91.5944,38.1267
LAKE FOREST ESTATES DAM,-90.4176,38.3273
SHERRELL LAKE DAM,-92.1159,38.0309
HUTCHESON LAKE DAM,-91.9735,37.2872
FORESTER LAKE DAM,-91.4718,38.2082
SHADOW LAKE DAM,-89.9688,37.5363
BYINGTON LAKE DAM,-91.8138,38.4543
MONONAME 805,-89.6738,37.2959
ASARCO SEC 11 LOWER DAM (SHALLOW),-90.6847,37.475
APEX LAKE DAM,-91.9498,38.1037
WALKENBACH LAKE DAM-SOUTH,-91.4862,38.6774
EATON TAILINGS DAM,-90.605,37.8605
SPORICH LAKE DAM,-90.4737,37.9814
ELLIS LAKE DAM,-89.893,37.8234
BURK BRIDGE COMPANY EAST LAKE DAM,-92.7507,37.2729
MONONAME 804 (DRY),-89.6657,37.2909
BLACK TAILINGS DAM,-90.7193,37.9483
LAKE BELLE-ANN DAM,-90.9731,38.6422
BAUMHOER LAKE DAM,-92.0746,38.4379
WOOD BROTHERS DAM,-91.7823,37.7641
BOYD LAKE DAM,-91.7847,37.89
BURK BRIDGE COMPANY WEST LAKE DAM,-92.7531,37.2727
BOND LAKE DAM,-92.5209,38.4359
CARLTON LAKE DAM,-90.5712,36.7961
LAKE CHAMPETRA DAM,-92.2313,38.6851
THE PLACE LAKE DAM,-90.7952,37.9003
SKY RANCH LAKE DAM,-91.2879,38.7167
MEYER LAKE DAM,-90.7991,38.5477
LAKE TANGLEWOOD SOUTH DAM,-89.5266,37.3566
SEIDL LAKE DAM,-91.459,37.9329
UPPER LITTLE BLACK A-7 DAM,-90.6677,36.8008
MO NO NAME (INNSBROOK ESTATES),-91.048,38.7764
MCGEE LAKE DAM,-92.4978,37.6765
WATER MILL LAKE DAM,-92.4353,38.1331
MIRROR LAKE #1,-93.5191,38.275
WEBER DAM,-90.9019,38.6896
ED BAKER #1 LAKE DAM,-90.7038,36.8181
HANNON LAKE DAM,-93.0346,37.4896
LAKE RAY DAM,-90.2352,37.0372
STIEVEN DAM,-91.3585,38.7656
YATES DAM,-92.5005,38.9932
GOOD OAK LAKE DAM,-92.7172,38.1984
FOREST HAVEN LAKE DAM,-91.0327,38.7384
SYCAMORE VALLEY LAKE DAM,-90.8354,38.6154
WOOLDRIDGE LAKE DAM,-92.308,37.9194
WILDHORSE FARMS #1 DAM,-91.2232,38.7514
BARNES LAKE DAM,-93.3298,38.2871
GREEN GATE FARMS DAM,-90.8419,38.632
STERLING HOLLOW DAM,-92.0147,37.0422
SDS LLC DAM (NOT BUILT),-92.806,38.2694
LAKEVIEW TREE FARM DAM,-90.7194,36.8854
MEYER LAKE DAM,-91.2991,38.5083
FOUR WINDS WAY DAM,-90.8533,38.0488
LAKE ARROWHEAD DAM,-90.8435,38.3408
ADRIATIC LAKE DAM,-90.8052,38.4485
LAKE HANNA DAM,-90.5803,37.6507
SOMETHING GREEN A DAM,-90.8591,38.0461
BLUE HERON DAM,-90.6859,37.9455
PAW-PAW LAKE DAM,-90.6283,38.1478
INMAN LAKE DAM,-90.8694,38.5911
ALLGEYER LAKE DAM,-91.5625,38.7577
CAMP SOLIDARITY LAKE DAM,-90.7408,38.451
SWEET ASYLUM HOLLOW DAM,-90.1754,37.1164
LAC DARCIE DAM,-90.6297,37.91
FLOYD LAKE DAM,-90.7522,37.9968
HICKORY LAKE DAM,-91.4534,38.2429
SMITTY'S CATFISH POND DAM,-90.2433,37.4656
MONONAME 582,-90.755,37.995
ASH POND DIKE(SHALLOW),-90.8416,38.5514
MIRROR LAKE #2,-93.5162,38.2734
STEVE SMITH LAKE DAM,-93.3878,38.5518
